channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,device.browser,device.browserSize,device.browserVersion,device.deviceCategory,device.flashVersion,device.isMobile,device.language,device.mobileDeviceBranding,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.mobileDeviceModel,device.mobileInputSelector,device.operatingSystem,device.operatingSystemVersion,device.screenColors,device.screenResolution,geoNetwork.city,geoNetwork.cityId,geoNetwork.continent,geoNetwork.country,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.metro,geoNetwork.networkDomain,geoNetwork.networkLocation,geoNetwork.region,geoNetwork.subContinent,totals.bounces,totals.hits,totals.newVisits,totals.pageviews,totals.transactionRevenue,totals.visits,trafficSource.adContent,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.campaign,trafficSource.campaignCode,trafficSource.isTrueDirect,trafficSource.keyword,trafficSource.medium,trafficSource.referralPath,trafficSource.source
Organic Search,20160902,3553995514371396919,3553995514371396919_1472830142,Not Socially Engaged,1472830142,1,1472830142,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,Asia,Singapore,not available in demo dataset,not available in demo dataset,(not set),unknown.unknown,not available in demo dataset,(not set),Southeast Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,1497348426098867699,1497348426098867699_1472808806,Not Socially Engaged,1472808806,1,1472808806,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Netherlands,not available in demo dataset,not available in demo dataset,not available in demo dataset,rapide.nl,not available in demo dataset,not available in demo dataset,Western Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,3885862781917879122,3885862781917879122_1472855541,Not Socially Engaged,1472855541,1,1472855541,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,Santiago,not available in demo dataset,Americas,Chile,not available in demo dataset,not available in demo dataset,(not set),movistar.cl,not available in demo dataset,Santiago Metropolitan Region,South America,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,0969189276888689545,0969189276888689545_1472861293,Not Socially Engaged,1472861293,1,1472861293,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Brazil,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,South America,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,0854783508496317255,0854783508496317255_1472823316,Not Socially Engaged,1472823316,5,1472823316,Chrome,not available in demo dataset,not available in demo dataset,tablet,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,btcentralplus.com,not available in demo dataset,not available in demo dataset,Northern Europe,1,1,,1,,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
Organic Search,20160902,6587157234095657682,6587157234095657682_1472820778,Not Socially Engaged,1472820778,1,1472820778,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Chrome OS,not available in demo dataset,not available in demo dataset,not available in demo dataset,Dublin,not available in demo dataset,Europe,Ireland,not available in demo dataset,not available in demo dataset,(not set),(not set),not available in demo dataset,Dublin City,Northern Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,5234764527759838826,5234764527759838826_1472821256,Not Socially Engaged,1472821256,1,1472821256,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Barcelona,not available in demo dataset,Europe,Spain,not available in demo dataset,not available in demo dataset,(not set),rima-tde.net,not available in demo dataset,Catalonia,Southern Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,5330453591145100432,5330453591145100432_1472839619,Not Socially Engaged,1472839619,1,1472839619,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sao Paulo,not available in demo dataset,Americas,Brazil,not available in demo dataset,not available in demo dataset,(not set),teleperformance.com.br,not available in demo dataset,State of Sao Paulo,South America,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Referral,20160902,3746051970600816343,3746051970600816343_1472843059,Not Socially Engaged,1472843059,2,1472843059,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,1,1,,1,,1,,,not available in demo dataset,,,,,(not set),,,,referral,/corp/google.com/study/incentives/working-with-perks,sites.google.com
Organic Search,20160902,9675839814855309060,9675839814855309060_1472811887,Not Socially Engaged,1472811887,1,1472811887,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Istanbul,not available in demo dataset,Asia,Turkey,not available in demo dataset,not available in demo dataset,(not set),dr.com.tr,not available in demo dataset,Istanbul,Western Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,8720204952657722494,8720204952657722494_1472836503,Not Socially Engaged,1472836503,2,1472836503,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mexico City,not available in demo dataset,Americas,Mexico,not available in demo dataset,not available in demo dataset,(not set),prod-dial.com.mx,not available in demo dataset,Mexico City,Central America,1,1,,1,,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
Organic Search,20160902,3956355672499179103,3956355672499179103_1472839218,Not Socially Engaged,1472839218,1,1472839218,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,Asia,Bangladesh,not available in demo dataset,not available in demo dataset,(not set),unknown.unknown,not available in demo dataset,(not set),Southern Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,8590648239310839049,8590648239310839049_1472835928,Not Socially Engaged,1472835928,1,1472835928,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Poland,not available in demo dataset,not available in demo dataset,not available in demo dataset,tpnet.pl,not available in demo dataset,not available in demo dataset,Eastern Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,7735021031835577006,7735021031835577006_1472837671,Not Socially Engaged,1472837671,1,1472837671,Safari,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Asia,Japan,not available in demo dataset,not available in demo dataset,not available in demo dataset,bai.ne.jp,not available in demo dataset,not available in demo dataset,Eastern Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,5197905305079643489,5197905305079643489_1472850504,Not Socially Engaged,1472850504,1,1472850504,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Buenos Aires,not available in demo dataset,Americas,Argentina,not available in demo dataset,not available in demo dataset,(not set),telecom.net.ar,not available in demo dataset,Buenos Aires,South America,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,5637149591671308745,5637149591671308745_1472819775,Not Socially Engaged,1472819775,1,1472819775,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,Warsaw,not available in demo dataset,Europe,Poland,not available in demo dataset,not available in demo dataset,(not set),aster.pl,not available in demo dataset,Masovian Voivodeship,Eastern Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,4784948822886026516,4784948822886026516_1472800691,Not Socially Engaged,1472800691,1,1472800691,Firefox,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Asia,China,not available in demo dataset,not available in demo dataset,not available in demo dataset,unknown.unknown,not available in demo dataset,not available in demo dataset,Eastern Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,,organic,,baidu
Organic Search,20160902,3324840357601046354,3324840357601046354_1472853182,Not Socially Engaged,1472853182,1,1472853182,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Slovenia,not available in demo dataset,not available in demo dataset,not available in demo dataset,amis.net,not available in demo dataset,not available in demo dataset,Southern Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,2363964332791555295,2363964332791555295_1472851086,Not Socially Engaged,1472851086,1,1472851086,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,Europe,Germany,not available in demo dataset,not available in demo dataset,(not set),zenmate.com,not available in demo dataset,(not set),Western Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,9870305678537397476,9870305678537397476_1472814953,Not Socially Engaged,1472814953,1,1472814953,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Belgium,not available in demo dataset,not available in demo dataset,not available in demo dataset,rmg.be,not available in demo dataset,not available in demo dataset,Western Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,3564173921385215647,3564173921385215647_1472826721,Not Socially Engaged,1472826721,1,1472826721,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,Madrid,not available in demo dataset,Europe,Spain,not available in demo dataset,not available in demo dataset,(not set),unknown.unknown,not available in demo dataset,Community of Madrid,Southern Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,5223324341104792776,5223324341104792776_1472820730,Not Socially Engaged,1472820730,1,1472820730,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,United Kingdom,not available in demo dataset,not available in demo dataset,not available in demo dataset,dmu.ac.uk,not available in demo dataset,not available in demo dataset,Northern Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,,organic,,baidu
Organic Search,20160902,4003194750334465284,4003194750334465284_1472807627,Not Socially Engaged,1472807627,1,1472807627,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Czechia,not available in demo dataset,not available in demo dataset,not available in demo dataset,upcbroadband.cz,not available in demo dataset,not available in demo dataset,Eastern Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,6668468390636770073,6668468390636770073_1472823537,Not Socially Engaged,1472823537,1,1472823537,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Asia,Philippines,not available in demo dataset,not available in demo dataset,not available in demo dataset,pldt.net,not available in demo dataset,not available in demo dataset,Southeast Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,4148869866560030825,4148869866560030825_1472847251,Not Socially Engaged,1472847251,1,1472847251,Safari,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,France,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Western Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,4876450605505555762,4876450605505555762_1472805946,Not Socially Engaged,1472805946,1,1472805946,Internet Explorer,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Germany,not available in demo dataset,not available in demo dataset,not available in demo dataset,t-systems-mms.eu,not available in demo dataset,not available in demo dataset,Western Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,1754209820046771603,1754209820046771603_1472830062,Not Socially Engaged,1472830062,1,1472830062,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Asia,China,not available in demo dataset,not available in demo dataset,not available in demo dataset,ztomy.com,not available in demo dataset,not available in demo dataset,Eastern Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,3188126640915540925,3188126640915540925_1472841493,Not Socially Engaged,1472841493,1,1472841493,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Sweden,not available in demo dataset,not available in demo dataset,not available in demo dataset,telenor.se,not available in demo dataset,not available in demo dataset,Northern Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,4555387715496410320,4555387715496410320_1472804818,Not Socially Engaged,1472804818,2,1472804818,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Netherlands,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Western Europe,1,1,,1,,1,,,not available in demo dataset,,,,,(not set),,True,(not provided),organic,,google
Organic Search,20160902,6502220454426138685,6502220454426138685_1472802450,Not Socially Engaged,1472802450,1,1472802450,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Asia,Japan,not available in demo dataset,not available in demo dataset,not available in demo dataset,yahoo.co.jp,not available in demo dataset,not available in demo dataset,Eastern Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,9271059985757878297,9271059985757878297_1472838507,Not Socially Engaged,1472838507,1,1472838507,Edge,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Russia,not available in demo dataset,not available in demo dataset,not available in demo dataset,lebgok.ru,not available in demo dataset,not available in demo dataset,Eastern Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,bing
Organic Search,20160902,5386266931220991488,5386266931220991488_1472826138,Not Socially Engaged,1472826138,1,1472826138,Safari,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Canada,not available in demo dataset,not available in demo dataset,not available in demo dataset,telus.net,not available in demo dataset,not available in demo dataset,Northern America,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,6838019511792533303,6838019511792533303_1472884186,Not Socially Engaged,1472884186,1,1472884186,Chrome,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,Dubai,not available in demo dataset,Asia,United Arab Emirates,not available in demo dataset,not available in demo dataset,(not set),alshamil.net.ae,not available in demo dataset,Dubai,Western Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,6327916181981640310,6327916181981640310_1472854302,Not Socially Engaged,1472854302,1,1472854302,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Mexico,not available in demo dataset,not available in demo dataset,not available in demo dataset,iusacell.net,not available in demo dataset,not available in demo dataset,Central America,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,5650637137146680834,5650637137146680834_1472820120,Not Socially Engaged,1472820120,1,1472820120,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Europe,Switzerland,not available in demo dataset,not available in demo dataset,not available in demo dataset,roche.com,not available in demo dataset,not available in demo dataset,Western Europe,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,0113895825226302532,0113895825226302532_1472881883,Not Socially Engaged,1472881883,1,1472881883,Opera Mini,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,New Delhi,not available in demo dataset,Asia,India,not available in demo dataset,not available in demo dataset,(not set),opera-mini.net,not available in demo dataset,Delhi,Southern Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,Google store,organic,,google
Organic Search,20160902,7561246936334740030,7561246936334740030_1472809600,Not Socially Engaged,1472809600,1,1472809600,Opera,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Android,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Asia,Thailand,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Southeast Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Referral,20160902,2486407044795377188,2486407044795377188_1472830426,Not Socially Engaged,1472830426,1,1472830426,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,allianzlife.com,not available in demo dataset,not available in demo dataset,Northern America,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,,referral,/od/Things-To-Do-in-Silicon-Valley/fl/How-To-Visit-the-Googleplex-the-Google-Head-Office-in-Mountain-View.htm,siliconvalley.about.com
Organic Search,20160902,783804023290374133,783804023290374133_1472873350,Not Socially Engaged,1472873350,1,1472873350,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Bangkok,not available in demo dataset,Asia,Thailand,not available in demo dataset,not available in demo dataset,(not set),3bb.co.th,not available in demo dataset,Bangkok,Southeast Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,1779163354295581910,1779163354295581910_1472848050,Not Socially Engaged,1472848050,1,1472848050,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,Mexico,not available in demo dataset,not available in demo dataset,not available in demo dataset,prod-infinitum.com.mx,not available in demo dataset,not available in demo dataset,Central America,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,4904559133238424046,4904559133238424046_1472872837,Not Socially Engaged,1472872837,1,1472872837,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Asia,Thailand,not available in demo dataset,not available in demo dataset,not available in demo dataset,violin.co.th,not available in demo dataset,not available in demo dataset,Southeast Asia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Organic Search,20160902,585590266481030647,585590266481030647_1472826458,Not Socially Engaged,1472826458,1,1472826458,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Buenos Aires,not available in demo dataset,Americas,Argentina,not available in demo dataset,not available in demo dataset,(not set),phonevision.com.ar,not available in demo dataset,Buenos Aires,South America,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,(not provided),organic,,google
Referral,20160902,4283381413149200106,4283381413149200106_1472836538,Not Socially Engaged,1472836538,1,1472836538,Safari,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sydney,not available in demo dataset,Oceania,Australia,not available in demo dataset,not available in demo dataset,(not set),optusnet.com.au,not available in demo dataset,New South Wales,Australasia,1,1,1,1,,1,,,not available in demo dataset,,,,,(not set),,,,referral,/od/Things-To-Do-in-Silicon-Valley/fl/How-To-Visit-the-Googleplex-the-Google-Head-Office-in-Mountain-View.htm,siliconvalley.about.com
